No:	129 980 149 988 
1800-425-5522	155 980 247 988 
Toll	251 980 273 988 
Free	277 980 302 988 
No:	307 980 327 988 
1800-425-2255	329 980 422 988 
/	424 980 430 988 
1800-102-4477,CIN	435 980 551 989 
:	558 982 561 988 
L66010TN2005PLC056649	566 980 723 988 
Email	728 980 760 988 
:support@starhealth.in	765 980 900 989 
Website	344 990 391 998 
:www.starhealth.in	396 991 507 998 
IRDAI	512 991 546 998 
Regn.no:	551 991 604 999 
129	610 991 632 998 

Star	241 27 292 42 
Health	301 27 381 42 
And	388 27 440 42 
Allied	448 27 521 42 
Insurance	530 27 655 41 
Company	664 27 785 46 
Limited	795 27 888 42 
STAR	112 41 194 56 
Health	202 50 227 55 
Personal	126 57 160 62 
&	160 57 167 62 
Caring	169 57 193 62 
Insurance	202 57 240 62 
The	97 66 111 71 
Health	114 65 140 71 
Insurance	141 65 182 71 
Specialist	184 65 224 71 
Star	433 115 469 124 
Health	474 115 528 124 
and	534 115 565 124 
Allied	570 115 618 124 
Insurance	624 115 710 124 
STAR	240 125 291 135 
Health	298 130 316 134 
Personal & Caring	243 135 293 139 
Insurance	298 136 325 139 
Company	498 128 576 139 
Limited	582 127 645 136 
ce Specialist	279 141 324 145 
Customer	419 142 500 151 
Identity	505 142 573 153 
Card	578 142 616 151 
Policy	217 161 267 172 
No	273 161 295 170 
:	301 163 306 170 
11230238321500	313 161 446 170 
Name	298 188 341 196 
DOB	468 188 500 196 
Gender	570 188 624 196 
Customer	690 188 762 196 
id	767 187 780 195 
ANBAZHAGI	217 204 299 211 
RAMAMOORTHY	304 203 413 212 
23-Dec-1956	440 215 528 223 
Female	573 215 621 223 
ME0356620288	683 215 788 223 
Valid	214 263 252 271 
From	258 264 295 272 
:	301 265 304 271 
30-Jan-2023	310 264 396 272 
Agent/Broker/TE	481 264 596 273 
Code	602 264 634 271 
:	638 265 642 271 
LC0000000371	647 264 735 271 
Office	215 287 259 295 
Code	264 287 301 295 
:	306 289 310 295 
111125	316 287 366 295 
TA/SSM/SM	482 288 562 296 
Code	567 288 599 295 
:	604 289 607 295 
SH50793	612 288 665 295 
IRDAI	207 319 254 327 
Regn.No:129	259 319 356 329 
Emergency	203 383 287 393 
Help	291 383 325 392 
Line	329 383 361 391 
No.	365 383 390 391 
1800	391 383 430 391 
425	434 383 463 391 
2255/1800	467 383 554 392 
102 4477	558 383 627 391 
e-mail	201 406 243 414 
:	250 407 253 413 
support@starhealth.in	259 406 408 416 
Website	419 406 472 414 
:	479 407 482 413 
www.starhealth.in	488 406 610 413 
Please	202 425 251 433 
quote	255 425 298 434 
the	302 425 327 433 
Customer	332 425 405 433 
Id	409 425 425 433 
No.	431 425 455 433 
for	460 425 482 433 
assistance	486 425 565 433 
This	216 445 244 453 
Card	249 445 279 453 
is	285 445 295 453 
valid	300 444 332 452 
until	336 445 366 453 
otherwise	371 445 436 453 
Cancelled.	441 445 509 453 
This	216 458 244 466 
ID	249 458 264 466 
Card	270 457 300 466 
is	306 458 316 466 
invalid,	321 458 369 467 
if	370 457 379 466 
the	383 457 405 466 
insurance	410 458 474 466 
cover	479 460 516 466 
is	520 458 531 466 
not	536 458 558 466 
in	563 458 574 466 
force.	579 457 616 466 
Immediate	216 469 289 477 
Intimation	295 469 364 477 
to	368 470 382 478 
'Star'	387 469 422 478 
through	426 469 480 480 
above	485 469 525 478 
Tel	529 469 549 478 
Nos.	555 469 584 478 
is	590 469 600 478 
a	605 471 612 477 
must	618 470 652 478 
in	661 469 672 477 
case	678 471 708 478 
of	713 469 727 477 
Hospitalisation.	217 481 318 491 
At	201 510 216 518 
the	220 510 242 518 
time	247 510 277 518 
of	282 510 296 518 
hospitalisation,	300 510 405 519 
kindly	402 510 442 520 
submit	446 510 492 518 
any	497 512 521 520 
Government	526 510 619 518 
approved	623 510 693 520 
photo	699 510 742 520 
ID	747 510 765 518 
Card.	202 522 240 530 
Corporate	202 557 276 567 
Identity	280 557 341 567 
Number	347 557 408 565 
:	411 559 415 565 
L66010TN2005PLC056649	421 557 621 565 
*This	82 617 111 624 
is	116 617 125 623 
a	129 618 136 623 
temporary	140 617 202 625 
ID	206 617 220 623 
card	224 617 250 623 
issued	254 617 291 623 
along	295 617 327 625 
with	332 617 356 623 
the	361 617 379 623 
policy.	384 617 421 625 
Original	426 617 471 625 
ID	476 617 489 623 
card	494 617 520 624 
will	524 617 543 623 
be	547 617 561 623 
dispatched	566 616 629 625 
shortly.	633 617 677 625 
Entered	30 892 75 899 
by	80 892 94 900 
:	115 894 118 899 
STAR_PORTAL	128 892 213 900 
For	649 892 668 899 
Star	672 892 697 899 
Health	701 892 739 899 
and	743 892 764 899 
Allied	769 892 801 899 
Insurance	806 892 864 899 
Company	868 891 923 900 
Ltd.	928 892 950 899 
Approved	30 904 86 912 
by	90 903 104 912 
:	115 905 118 910 
CUSTPORTAL	128 904 206 911 
R.Mor	747 912 819 932 
Authorised	704 943 768 950 
Signatory	772 943 828 952 
Page	891 943 918 952 
5	923 943 930 950 
of	934 943 946 950 
7	950 943 957 950 
Regd.&Corporate	51 971 152 979 
Office:	156 970 193 977 
1,	196 971 205 978 
New	206 971 232 978 
Tank	236 971 266 977 
Street,Valluvar	270 970 359 979 
Kottam	362 970 405 977 
High	409 971 436 979 
Road,	440 971 472 979 
Nungambakkam,	472 971 574 979 
Chennai	575 971 622 978 
-	626 973 631 975 
600034,Phone	636 971 721 979 
:	726 972 729 977 
044	734 971 756 977 
-28302700	755 971 825 977 
/	829 971 835 978 
28288800	840 971 900 978 
Toll	903 971 924 977 
Free	75 980 100 988 
Fax	105 980 125 988 
No:	130 980 149 987 
1800-425-5522	155 980 247 987 
Toll	251 980 272 987 
Free	277 980 302 988 
No:	307 980 326 988 
1800-425-2255	329 980 421 988 
/	424 980 430 988 
1800-102-4477,CIN	435 980 552 989 
:	558 982 561 988 
L66010TN2005PLC056649	567 980 723 988 
Email	728 980 760 987 
:support@starhealth.in	765 980 900 989 
Website	344 990 391 998 
:www.starhealth.in	396 991 506 998 
IRDAI	512 991 547 998 
Regn.no:	551 991 604 1000 
129	610 991 631 998 

Star	241 27 293 41 
Health	301 27 381 41 
And	388 27 440 41 
Allied	448 27 521 42 
Insurance	530 27 655 41 
Company	664 27 785 45 
Limited	795 27 888 42 
STAR	111 41 194 56 
Health	202 50 228 55 
Personal	128 57 160 62 
&	160 57 166 62 
Caring	169 57 193 62 
Insurance	202 57 240 62 
The	97 66 111 71 
Health InsuranceSpecialist	114 65 225 71 
Tax	97 127 151 142 
Invoice	160 126 272 141 
STAR	752 128 830 142 
Health	838 136 864 142 
Personal	765 144 796 148 
&	797 143 804 147 
Caring	805 143 829 148 
Insurance	838 143 875 148 
The	736 152 750 156 
Health	752 152 777 156 
Insurance	778 152 819 156 
Specialist	822 152 861 156 
Invoice	100 164 157 172 
No.	162 165 186 172 
:	214 166 217 172 
3323011004650756	224 164 358 172 
Customer	499 164 570 172 
ID	576 165 593 172 
:	607 166 610 172 
PI0003310797	618 164 716 172 
Invoice	100 181 157 189 
Date	162 181 197 189 
:	214 183 217 189 
30-Jan-2023	225 181 310 189 
Policy	501 181 545 191 
No.	551 181 575 189 
:	607 183 610 189 
11230238321500	618 181 737 189 
Recipient	263 197 333 207 
Supplier	688 197 751 207 
GSTIN	101 215 148 222 
:	214 216 217 221 
GSTIN	501 214 548 222 
33AAJCS4517L1Z5	618 214 745 222 
Name	101 231 144 239 
:	214 233 217 238 
R	225 231 234 239 
SAMPATHKUMAR	239 231 353 239 
Name	501 231 544 239 
:	607 233 610 239 
Star	618 231 646 239 
Health	652 231 694 239 
and	699 231 724 239 
Allied	728 231 765 239 
Insurance	771 231 837 239 
Co	842 231 859 239 
Ltd	865 231 885 239 
-	890 234 895 236 
Branch	619 242 665 250 
Office	670 242 708 250 
-	714 246 719 248 
Perambur	725 242 790 250 
Address	100 254 161 262 
:	214 256 217 261 
NO.16,	224 254 272 263 
F3,	277 254 297 263 
GREENFIELD	303 254 388 262 
APARTMENTS,	394 254 489 263 
Address	500 254 561 262 
:	608 255 611 261 
No:	619 254 640 262 
76,	643 254 662 263 
Chakkravarthy	665 254 763 263 
Towers,3rd	768 254 843 263 
Floor	849 254 882 262 
AGASTHEESWARAR	224 270 358 278 
NAGAR,	363 271 414 280 
7TH	420 271 446 278 
Madhavaram	619 270 705 278 
High	711 270 740 280 
Road,	746 270 783 279 
Perambur,	789 270 858 279 
STREET	226 282 277 289 
POZHICHALUR,	225 292 328 301 
CHENNAI	334 292 397 300 
Chennai	618 292 672 300 
600011	688 292 738 300 
City	101 309 129 319 
:	214 311 217 317 
Chennai	225 309 279 317 
Pin	336 309 359 317 
Code	365 309 402 317 
:	411 311 415 317 
600074	425 309 475 317 
City	501 309 529 319 
:	607 311 610 316 
Chennai	618 309 672 317 
Pin	736 309 759 317 
Code	765 309 801 317 
:	823 311 826 317 
600011	830 309 880 317 
State	102 342 141 350 
:	215 344 218 350 
Tamil	223 342 260 351 
Nadu	265 342 299 350 
Client	336 342 379 350 
:	410 344 414 350 
IND	425 342 450 350 
State	500 342 540 350 
:	607 344 610 350 
Tamil	618 342 655 350 
Nadu	660 342 694 350 
Place	736 342 776 350 
of	780 342 796 350 
:	822 344 826 351 
Tamil	830 344 866 352 
Nadu	872 344 906 352 
Category	336 354 404 364 
supply	736 354 785 363 
Taxable	458 386 509 392 
IGST	549 386 581 392 
@	586 386 596 393 
UT/SGST	703 386 762 393 
@	766 386 777 393 
CESS	794 386 826 393 
@	832 386 842 392 
Total	854 385 887 392 
Invoice	891 386 940 393 
Total	312 391 345 398 
Discount	379 390 437 397 
CGST	618 390 652 397 
@	656 391 667 398 
9%	672 390 694 397 
Value	466 395 503 402 
18%	558 396 588 403 
9%	728 396 751 403 
1%	807 396 829 403 
Value	878 395 915 402 
HSN	104 411 131 418 
/	137 411 143 419 
SAC	148 411 175 418 
Description	186 411 260 419 
of	265 411 278 418 
Code	123 421 155 428 
Service(s)	198 421 264 430 
F	717 421 724 427 
=	728 422 737 426 
C	742 420 752 427 
*	756 420 762 425 
D	549 426 558 432 
=	562 427 572 432 
C	577 425 586 432 
*	589 425 596 431 
E	633 425 641 432 
=	645 427 654 431 
C	659 426 668 432 
*	672 425 678 431 
G=	796 426 815 432 
C	820 425 829 432 
*	833 425 839 430 
H=C+D+	858 425 936 432 
A	324 431 333 437 
B	403 431 411 437 
C=A-B	455 431 513 437 
UTGST	710 431 753 437 
or	757 432 771 438 
IGST	557 435 589 442 
CGST	639 435 673 442 
Cess	803 436 833 442 
E+F+G	868 436 926 442 
SGST	723 440 757 447 
Insurance	188 461 246 468 
997133	103 466 147 473 
18,000.00	310 466 369 474 
0	424 466 431 472 
18,000.00	469 466 528 474 
0	601 466 608 473 
1,620.00	638 466 690 474 
1,620.00	724 466 776 474 
0	839 466 846 473 
21,240.00	874 466 934 474 
Services	188 471 237 478 
Total	100 507 138 515 
Invoice	143 507 199 516 
Value	204 507 246 516 
(in	252 507 272 517 
Figures)	278 507 339 517 
:	421 509 425 516 
Rs.	432 507 451 515 
21,240/-	458 507 516 516 
Total	100 524 138 532 
Invoice	143 524 199 532 
Value	204 524 246 532 
(in	252 524 272 534 
Words)	277 524 332 534 
:	421 526 424 532 
Rupees	432 525 480 534 
Twenty	485 524 535 534 
One	540 524 566 532 
thousand	571 524 633 532 
two	638 525 662 532 
hundred	668 524 723 532 
forty	728 524 759 534 
only	765 524 792 534 
Amount	100 541 160 549 
of	165 541 180 549 
Tax	183 541 211 549 
Subject	215 541 272 551 
to	276 541 292 549 
reverse	298 543 353 549 
Charge	359 541 411 551 
:	421 543 424 549 
No	432 541 449 549 
Important	83 573 162 582 
Note:	166 573 206 581 
The	100 586 122 593 
invoice	126 586 167 593 
is	172 586 181 593 
issued	185 586 222 593 
as	227 587 240 593 
per	244 587 263 594 
Section	267 586 310 593 
31	315 586 328 593 
of	334 586 346 593 
the	349 586 368 593 
CGST	373 586 405 593 
Act	408 586 428 593 
In	101 599 113 605 
case	117 600 143 606 
no	148 600 162 606 
GSTIN	166 599 204 605 
or	209 600 221 605 
incorrect	225 599 276 605 
GSTIN	281 599 318 605 
is	323 599 332 605 
provided	336 599 387 607 
by	392 599 405 607 
the	410 599 429 605 
Proposer	434 599 486 607 
at	489 599 501 606 
Proposal	505 599 554 607 
stage,	559 599 595 607 
Star	600 599 624 605 
Health	629 599 666 605 
and	671 599 692 605 
Allied	696 599 728 605 
Insurance	733 599 791 606 
Co	796 599 811 605 
Ltd	815 599 834 605 
shall	838 599 864 606 
not	869 599 888 605 
be	892 599 906 605 
responsible	101 609 168 617 
for	171 608 188 616 
any	192 610 214 617 
Input	218 609 250 617 
Tax	253 609 275 616 
Credit	279 609 314 616 
losses	318 609 354 616 
and	358 609 379 616 
no	384 611 398 616 
subsequent	403 609 471 617 
revision	475 609 521 616 
of	525 609 537 616 
invoice	540 609 581 616 
will	586 609 605 616 
be	609 609 623 616 
undertaken	627 609 694 616 
"I/We	100 619 134 627 
hereby	139 619 180 628 
declare	184 619 226 626 
that	230 619 255 626 
though	258 619 299 628 
our	304 621 324 626 
aggregate	328 619 387 628 
turnover	391 619 442 626 
in	446 619 456 626 
any	461 620 482 628 
preceding	487 619 544 628 
financial	548 619 597 626 
year	602 620 628 628 
from	632 619 659 626 
2017-18	664 619 713 626 
onwards	717 619 768 626 
is	772 619 781 626 
more	785 621 815 626 
than	820 619 846 626 
the	851 619 870 626 
aggregate	874 619 933 628 
turnover	100 629 151 636 
notified	155 629 199 636 
under	203 629 238 636 
sub-rule	242 629 290 636 
(4)	295 629 312 637 
of	317 628 329 636 
rule	333 629 355 636 
48,	359 629 378 637 
we	383 631 400 636 
are	404 631 422 636 
not	426 629 445 636 
required	450 629 498 637 
to	503 629 515 636 
prepare	519 631 564 637 
an	569 631 583 636 
invoice	588 629 629 636 
in	633 629 643 636 
terms	647 629 682 636 
of	686 629 698 636 
the	701 629 721 636 
provisions	725 629 784 637 
of	788 629 800 636 
the	803 629 823 636 
said	827 629 850 636 
sub-rule."	855 629 913 636 
E.	85 645 98 652 
&	104 644 116 652 
O.E	120 644 146 652 
This	80 662 108 670 
is	113 662 123 670 
a	128 664 136 670 
digitally	140 661 193 671 
signed	198 662 243 671 
document	247 662 314 670 
and	318 662 344 670 
hence	348 662 388 670 
no	393 664 410 670 
physical	413 661 469 671 
signature	472 662 536 671 
is	541 662 552 670 
required	556 662 613 672 
IRDA	83 686 123 693 
Regn.No.129	128 686 224 696 
Corporate	281 686 355 696 
Identity	360 686 420 696 
Number	426 686 486 693 
L66010TN2005PLC056649	489 686 689 693 
Email	717 686 757 693 
ID:	763 686 786 693 
stargst@starhealth.in	791 686 954 695 
Entered	31 892 76 899 
by	80 892 93 900 
:	115 894 118 899 
STAR_PORTAL	128 892 212 900 
For	650 892 668 899 
Star	673 892 698 899 
Health	702 892 739 899 
and	743 892 765 899 
Allied	770 892 802 899 
Insurance	806 892 864 899 
Company	869 892 924 900 
Ltd.	929 892 950 899 
Approved	30 904 85 912 
by	90 904 103 912 
:	115 906 118 911 
CUSTPORTAL	128 904 206 911 
R.Mor	747 912 819 932 
Authorised	704 943 768 950 
Signatory	773 943 829 952 
Page	891 943 918 952 
6	923 943 930 950 
of	935 943 946 950 
7	950 943 957 950 
Regd.&Corporate	52 971 152 979 
Office:	156 971 192 977 
1,	197 971 206 979 
New	208 971 232 978 
Tank	236 971 265 977 
Street,	270 971 309 979 
Valluvar	309 971 359 978 
Kottam	362 971 405 977 
High	410 971 436 979 
Road,Nungambakkam,Chennai	446 971 623 979 
-	627 973 632 975 
600034,Phone	636 971 719 979 
:	727 972 730 977 
044-28302700	735 971 826 977 
/	830 971 836 979 
28288800	841 971 900 977 
Toll	903 971 924 977 
Free	75 981 100 988 
Fax	105 981 125 988 
No:	130 981 149 988 
1800-425-5522	156 980 247 987 
Toll	252 980 273 987 
Free	278 981 303 988 
No:	307 980 326 987 
1800-425-2255	330 980 421 988 
/	424 980 430 988 
1800-102-4477,CIN	436 980 551 988 
:	559 982 562 987 
L66010TN2005PLC056649	567 980 724 987 
Email	728 980 760 988 
:support@starhealth.in	766 980 901 989 
Website	344 990 391 998 
:www.starhealth.in	396 991 507 998 
IRDAI	512 991 547 998 
Regn.no:	551 991 604 999 
129	610 991 632 998 

STAR	364 42 417 54 
HEALTH	422 41 508 54 
AND	512 42 559 54 
ALLIED	564 41 642 54 
INSURANCE	648 41 773 54 
COMPANY	779 41 885 54 
LTD	892 41 932 54 
STAR	136 55 259 80 
Health	274 70 313 78 
Personal	162 80 209 87 
&	213 80 221 87 
Caring	225 80 259 88 
Insurance	275 80 331 88 
Senior	408 79 465 91 
Citizens	470 79 539 91 
Red	546 79 581 91 
Carpet	587 79 646 94 
Health	651 79 707 91 
Insurance	714 79 799 91 
Policy	805 79 857 94 
The	117 93 139 100 
Health	142 93 181 100 
Insurance	184 93 245 100 
Specialist	248 93 309 101 
SHAHLIP22199V062122	458 102 674 114 
Unique	509 127 558 139 
Reference	562 127 633 137 
No.	638 127 661 137 
SHAI/PR0011	669 127 789 139 
Following	81 156 158 170 
are	164 158 191 167 
the	195 156 221 167 
details	227 156 281 167 
entered	286 156 349 167 
to	355 156 371 167 
obtain	376 156 426 167 
your	432 158 469 170 
policy	474 155 522 170 
Proposer	68 188 146 203 
Details	153 188 212 200 
:	219 191 222 200 
:	633 223 637 231 
R	652 220 664 231 
Title	75 231 108 242 
:	256 234 261 242 
Mr.	275 231 299 242 
First	454 232 487 242 
Name	492 232 536 242 
SAMPATHKUMAR	632 243 778 254 
Last	76 255 108 265 
Name	113 255 158 265 
:	256 258 261 266 
Date	454 267 489 278 
Of	494 266 514 278 
Birth	518 267 552 277 
:	634 270 638 278 
16/04/1986	654 267 738 278 
Gender	76 279 133 290 
:	257 281 261 290 
Male	275 279 312 289 
Mobile	454 290 503 301 
:	633 293 637 301 
9962186837	651 290 747 301 
:	257 305 261 313 
:	634 316 637 325 
Private	652 314 705 324 
Sector	710 314 760 325 
Email	76 325 118 335 
rsampathkumar1986	261 325 414 338 
Occupation	453 325 539 339 
Service	632 336 689 347 
@gmail.com	258 347 351 361 
GST	454 360 488 371 
Type	493 360 531 373 
:	634 363 637 371 
Annual	75 371 128 381 
Income	135 371 189 381 
:	256 373 261 381 
500000	275 371 332 381 
GSTIN	454 384 505 395 
Issuance	511 384 579 394 
GST	76 395 111 405 
ID	116 395 133 405 
Number	138 395 199 405 
:	257 397 261 405 
:	634 398 637 406 
Date	454 407 489 417 
PAN	76 418 110 429 
Number	116 418 176 428 
:	257 421 261 429 
CQRPS2612H	275 418 386 429 
Last	454 430 486 441 
4	490 430 499 440 
digit	505 430 536 443 
of	541 430 555 441 
Do	76 442 96 452 
you	102 445 129 455 
have	135 442 171 452 
an	177 445 195 453 
:	634 444 638 452 
0334	651 442 689 452 
:	256 456 261 464 
No	276 453 297 464 
Aadhaar	453 453 518 464 
Number	524 453 585 464 
elA	75 465 101 475 
number?	106 465 174 475 
Please	454 476 506 487 
Enter	511 476 552 487 
your	556 479 590 490 
Insurance	76 488 150 499 
Repository	156 488 237 501 
:	256 491 261 499 
:	634 490 637 498 
elA	454 499 479 510 
Number	484 499 545 510 
Physically	76 512 152 525 
challenged	156 512 239 525 
:	257 515 261 523 
NO	275 512 300 522 
Social	454 523 499 534 
Sector	505 523 555 534 
:	634 525 638 533 
No	652 523 673 534 
Communication	67 577 202 589 
Address	208 577 280 589 
:	287 580 291 588 
:	257 611 261 620 
NO.	276 609 306 620 
16,	306 609 329 621 
F3,	335 609 358 621 
:	634 611 638 620 
Address	75 631 139 642 
Line	144 631 175 642 
1	182 632 187 642 
GREENFIELD	256 631 366 642 
AGASTHEESWARA	637 631 794 642 
Address	453 643 516 654 
Line	521 643 553 653 
2	558 643 567 653 
APARTMENTS,	255 654 377 667 
R	634 654 645 665 
NAGAR,	650 654 715 666 
7TH	720 654 752 665 
:	257 680 261 689 
POZHICHALUR,	275 678 402 690 
STREET	633 677 701 688 
Address	75 689 138 700 
Line	144 689 175 700 
3	181 690 189 700 
CHENNAI	256 700 334 711 
Area	453 700 489 711 
:	634 703 638 711 
Chennai	652 700 715 711 
-	721 706 726 708 
74	731 701 750 711 
City	75 723 107 738 
:	256 727 261 735 
Chennai	275 724 339 735 
District	454 724 506 735 
:	634 726 638 735 
Chennai	652 724 715 735 
State	76 747 115 758 
:	256 750 261 759 
Tamil	275 748 316 759 
Nadu	322 748 362 759 
Pincode	454 748 515 759 
:	634 750 638 759 
600074	651 748 708 759 
Residence	68 801 159 814 
Address	165 802 236 814 
Address	75 834 138 844 
Line	144 834 175 844 
1	182 834 187 844 
:	257 836 261 845 
Address	453 834 516 844 
Line	521 834 553 844 
2	558 834 568 844 
:	634 836 637 845 
Address	75 857 138 868 
Line	144 857 176 868 
3	181 858 189 868 
:	257 860 261 868 
Area	453 857 489 868 
:	634 860 638 868 
City	75 881 107 895 
:	257 884 261 892 
District	454 881 506 892 
:	633 883 637 892 
State	76 905 115 915 
:	256 907 261 915 
Pincode	454 905 515 915 
:	633 907 637 915 

Nominee	67 51 145 63 
Details1	152 51 219 64 
Nominee	76 83 144 94 
Name	149 83 194 94 
:	256 85 260 94 
M	274 83 288 94 
ANBAZHAGI	292 83 392 94 
Nominee	76 106 144 118 
Age	149 106 179 120 
